Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Maldives,MDV,..,2363844377,5153016195,5438384434,6140033357,6957268399,7628373702,8279143211,8964243526,9929050141,10829048854,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mali,MLI,6795631666,12419192367,28339693401,28185271180,29823029629,32434173881,35447022304,39326484634,41593677731,44629230364,47657571435,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malta,MLT,3573976373,7163358067,12060614186,12703321709,13756978576,14924508462,16669491457,18075538178,19908554074,22067356296,23915323452,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Marshall Islands,MHL,94470651.77,125676953.6,185737266.3,184812388.4,195046900.9,196787644.6,202001184.9,206759246.6,219199428.9,232678119.5,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritania,MRT,5368687382,7998674605,15206335118,15797573507,17107165464,16883392127,16995094117,19569042827,21743465320,22744272997,24561215776,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritius,MUS,5237260909,10714407616,20856589153,21304168425,22487480675,23312206793,24279686437,26155431238,27081834229,28784540896,30228158502,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mexico,MEX,6.78415E+11,1.09678E+12,1.91132E+12,2.01277E+12,2.06449E+12,2.17323E+12,2.23019E+12,2.38325E+12,2.46883E+12,2.56783E+12,2.67195E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Micronesia, Fed. Sts.",FSM,170531149.7,267367014.9,354035867.5,354089774.7,347045410.6,345315038.2,365037641.1,372136778.5,389316095.4,399643917.1,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Moldova,MDA,..,9016173228,19771747984,21054653399,23960618216,25218452233,26233146017,29732362697,32101220496,34297670652,36215582859,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mongolia,MNG,7309392733,8940570944,24691841190,28889684312,30402499579,32506744921,32284592102,32833404463,35222426053,38695061241,41481570829,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Montenegro,MNE,..,3632363562,8974047140,8603990805,9237454814,9557956314,10161592231,11325497838,12288825201,13830431125,14953625899,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Morocco,MAR,63790009520,1.04187E+11,2.23316E+11,2.26124E+11,2.3667E+11,2.29402E+11,2.47207E+11,2.53685E+11,2.64213E+11,2.79171E+11,2.91655E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mozambique,MOZ,3785681591,8471803374,24745386724,25745855747,27733011810,29941333846,34918471458,37950978490,36775580596,38968768509,40632691531,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Myanmar,MMR,17581265616,43013181681,1.76894E+11,1.91626E+11,2.08256E+11,2.21974E+11,2.32667E+11,2.3828E+11,2.53029E+11,2.76689E+11,2.90208E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Namibia,NAM,5235746456,9202475797,19044152170,20501455713,21686469989,23645421697,24478137223,24458367518,24147364523,24908340619,25104076732,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nauru,NRU,..,..,67083599.83,76139498.57,101192728.4,130441158.7,136681122.3,143028144.4,137347501.6,149272148.4,152170931.8,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nepal,NPL,14213811024,28366459777,54126905679,58733969350,63246986991,69781454452,71141255940,70413965843,85624913440,93588230523,1.02076E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Netherlands,NLD,2.86004E+11,5.0778E+11,7.77881E+11,7.92042E+11,8.27476E+11,8.30319E+11,8.51885E+11,8.90488E+11,9.46754E+11,1.02922E+12,1.06224E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Zealand,NZL,49478418552,82996400043,1.43549E+11,1.45451E+11,1.60942E+11,1.68108E+11,1.7218E+11,1.87638E+11,2.02659E+11,2.16202E+11,2.23144E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nicaragua,NIC,8244258179,14109168879,25165569567,26490432129,27949659448,30355546777,32944994652,35895147406,38334779853,37717558973,36958519013,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Niger,NER,6130487231,8805522034,18282764962,20618757380,20860788569,21982232412,22912137965,23875418393,25138435012,27609803042,29807368321,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nigeria,NGA,1.96055E+11,2.82001E+11,8.01441E+11,8.33292E+11,8.97506E+11,9.71492E+11,9.82912E+11,9.73442E+11,9.907E+11,1.03435E+12,1.07772E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,North Macedonia,MKD,11031760814,12471130551,24064126928,24558847058,26269620760,27776159301,28751821737,31373289894,32687116946,35822388832,37726824641,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Norway,NOR,78112922790,1.65953E+11,3.07472E+11,3.27988E+11,3.40138E+11,3.38506E+11,3.13231E+11,3.08522E+11,3.39073E+11,3.79506E+11,3.74384E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Oman,OMN,41700963125,81543515092,1.41181E+11,1.55693E+11,1.58419E+11,1.55551E+11,1.32771E+11,1.29565E+11,1.35697E+11,1.41454E+11,1.41824E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Pakistan,PAK,2.07064E+11,3.73689E+11,7.3218E+11,7.52629E+11,7.84863E+11,8.27826E+11,8.72097E+11,8.98016E+11,9.50382E+11,1.03035E+12,1.06075E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Palau,PLW,..,188153492.7,262815327.8,272335890.8,267728389.2,289843022.3,314940669.3,317935887.7,317717242.8,338666760.2,330579975.8,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Panama,PAN,12465971895,25357009479,62728208418,70433569156,79815106968,89329952505,1.00479E+11,1.12346E+11,1.25071E+11,1.32848E+11,1.39499E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Papua New Guinea,PNG,6643330891,12171489235,22937846458,24466489957,25848109376,29891822366,32190004119,34308645183,36190433385,36968508510,39909915285,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Paraguay,PRY,22770977066,35420483180,66449333934,64357198937,72177773898,75403947745,76729911135,81537571247,86486123430,91566258184,93316501354,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Peru,PER,74191065307,1.33445E+11,3.06596E+11,3.1772E+11,3.36326E+11,3.46349E+11,3.52617E+11,3.71526E+11,3.93259E+11,4.18859E+11,4.36174E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Philippines,PHL,1.64958E+11,2.68256E+11,5.60551E+11,6.12131E+11,6.54004E+11,6.99662E+11,7.33864E+11,7.98601E+11,8.54095E+11,9.30383E+11,1.00574E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Poland,POL,2.35153E+11,4.08478E+11,8.68896E+11,9.03836E+11,9.34553E+11,9.68368E+11,1.02039E+12,1.07539E+12,1.14534E+12,1.2527E+12,1.33525E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Portugal,PRT,1.17318E+11,1.94324E+11,2.82621E+11,2.77992E+11,2.92135E+11,2.98952E+11,3.0723E+11,3.26364E+11,3.41457E+11,3.70569E+11,3.894E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Puerto Rico,PRI,47478868756,87496409807,1.17073E+11,1.18421E+11,1.19192E+11,1.19065E+11,1.18146E+11,1.17009E+11,1.14269E+11,1.11599E+11,1.15117E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Qatar,QAT,..,57364499466,2.83716E+11,3.11041E+11,3.22985E+11,3.17406E+11,2.38529E+11,2.20585E+11,2.49963E+11,2.59214E+11,2.66295E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Romania,ROU,1.22218E+11,1.31305E+11,3.60566E+11,3.78487E+11,3.95317E+11,4.11274E+11,4.28133E+11,4.78201E+11,5.33372E+11,5.87567E+11,6.45346E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Russia,RUS,1.18788E+12,1.00058E+12,3.25932E+12,3.4803E+12,3.74178E+12,3.76353E+12,3.52624E+12,3.53898E+12,3.81878E+12,4.30625E+12,4.43309E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Rwanda,RWA,4051763677,5009525405,14939654760,15714903027,16693567870,18927225173,20531407219,21982225589,23665375199,26321676633,29362809495,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Samoa,WSM,390351287.5,608350740.2,1060162953,1036316810,1050086569,1070348202,1127698996,1231140699,1267070040,1269795398,1339408944,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,San Marino,SMR,..,1440926414,1834547471,1748023889,1740502671,1825987816,1850298480,1924933740,1982111207,2057049925,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sao Tome and Principe,STP,..,..,553046569.6,556654529.9,637514716,747127212,765345670.9,790433675.9,818599653.5,863238028.4,891455945.8,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Saudi Arabia,SAU,5.20905E+11,8.24128E+11,1.58675E+12,1.67247E+12,1.68016E+12,1.72286E+12,1.54183E+12,1.47567E+12,1.56589E+12,1.64308E+12,1.68054E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Senegal,SEN,11112619984,18460884436,34965716069,37053607720,37890926634,40124398371,43317631004,46119109742,49402166473,53834017338,57772245556,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Serbia,SRB,..,45261323632,99446412472,1.00311E+11,1.04804E+11,1.04531E+11,1.05923E+11,1.11931E+11,1.16996E+11,1.27752E+11,1.35393E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Seychelles,SYC,623215886,1157854575,1916946267,1904257550,2012104371,2182546758,2248333255,2431429643,2611017882,2775015378,2979190618,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sierra Leone,SLE,3353893310,3177161973,7896957783,9435032176,11988314918,12544191365,11379594528,11701373302,12300546132,13034410627,14019367330,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Singapore,SGP,72629517013,1.76555E+11,4.14967E+11,4.35965E+11,4.4814E+11,4.61772E+11,4.81405E+11,5.01213E+11,5.32833E+11,5.64578E+11,5.79763E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sint Maarten (Dutch part),SXM,..,..,1244917733,1138909192,1188933090,1464385642,1483574423,1528016144,1538327625,1471798429,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Slovakia,SVK,..,61331794602,1.40805E+11,1.45827E+11,1.51589E+11,1.57124E+11,1.62278E+11,1.61074E+11,1.64207E+11,1.77311E+11,1.82798E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Slovenia,SVN,24676942082,35818671642,59391587737,59745699110,61744411906,63653371400,65265868523,70079356305,75675664881,83253931919,88594050470,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Solomon Islands,SLB,427341337.9,674135495.1,1258537023,1306537563,1400340707,1441238170,1476864242,1579890378,1695663684,1805480519,1862535120,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Africa,ZAF,2.36292E+11,3.46922E+11,6.33011E+11,6.37034E+11,6.68458E+11,6.82955E+11,6.95229E+11,7.07744E+11,7.24101E+11,7.47578E+11,7.63258E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Sudan,SSD,..,..,27963579014,15364070622,21737660650,15784928985,13230895758,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Spain,ESP,5.30638E+11,8.76008E+11,1.4896E+12,1.48365E+12,1.51207E+12,1.55831E+12,1.62107E+12,1.73321E+12,1.84766E+12,1.96575E+12,2.04765E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sri Lanka,LKA,39966574541,81488854988,1.83744E+11,2.10688E+11,2.2339E+11,2.33895E+11,2.42361E+11,2.5919E+11,2.69854E+11,2.85567E+11,2.9776E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Kitts and Nevis,KNA,376839277.7,715826549.6,1125819318,1071905768,1114937810,1216092178,1224877737,1286871210,1319637697,1391309436,1458648204,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Lucia,LCA,941928237.3,1452191226,2327094348,2310594135,2394488505,2453549037,2427466022,2572784244,2704505166,2843510284,2948844050,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Vincent and the Grenadines,VCT,402176217.8,670608339.7,1115916963,1133921975,1185007912,1231232172,1270683570,1363525741,1344833245,1407392530,1441824115,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sudan,SDN,29140536149,61398460266,1.45789E+11,1.48496E+11,1.55313E+11,1.79818E+11,1.96379E+11,1.75957E+11,1.76647E+11,1.76806E+11,1.75727E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Suriname,SUR,2680899422,3595363148,7746725932,8543650775,9202825864,9550173377,8986667214,8025092594,9340573047,9814637434,10032011816,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sweden,SWE,1.74393E+11,2.62891E+11,4.21516E+11,4.32488E+11,4.44617E+11,4.57508E+11,4.81171E+11,5.00424E+11,5.24145E+11,5.62113E+11,5.82487E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Switzerland,CHE,1.85151E+11,2.56946E+11,4.44549E+11,4.62615E+11,4.86239E+11,5.06895E+11,5.29426E+11,5.50353E+11,5.65517E+11,6.03477E+11,6.20612E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Syria,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tajikistan,TJK,13955966341,6517591789,19217458990,21658600564,24403521791,27259901286,25291523268,26832854442,27435856244,30155800482,32896772530,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tanzania,TZA,23515090053,38774766851,98844247428,95918398738,1.03322E+11,1.08827E+11,1.17377E+11,1.27683E+11,1.34275E+11,1.45035E+11,1.56414E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Thailand,THA,2.4386E+11,4.59736E+11,9.1279E+11,1.00879E+12,1.04995E+12,1.05945E+12,1.08723E+12,1.14622E+12,1.20567E+12,1.28631E+12,1.34217E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Timor-Leste,TLS,..,1121540605,2320464428,2628628546,2863826500,3195418871,3484488838,3817071926,3910653345,3963698486,4797227440,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Togo,TGO,3145799111,4788761887,7982028403,8312518982,8869531773,9481974533,10232891545,10917574690,11674937853,12549073158,13475732998,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tonga,TON,211611021,357501033.4,522789476,537201410,548336007.5,569753301.3,582433473.8,627131147.9,660172840.6,678283491.1,696530875.1,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Trinidad and Tobago,TTO,8620913820,18433660294,41271904854,40429583658,40692077547,40459460683,37698280771,36188728896,36605373316,37405132925,38130448626,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tunisia,TUN,29786923934,58045897452,1.08148E+11,1.10825E+11,1.12068E+11,1.15567E+11,1.14133E+11,1.17101E+11,1.21255E+11,1.27518E+11,1.3135E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Turkey,TUR,4.58849E+11,6.09198E+11,1.45411E+12,1.55069E+12,1.70367E+12,1.86047E+12,2.0224E+12,2.1164E+12,2.2715E+12,2.37344E+12,2.34713E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Turkmenistan,TKM,20028424640,19306511216,58441023273,63516102658,68363227535,73746160883,76192141990,78516288827,81787812382,88974535226,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Turks and Caicos Islands,TCA,..,..,708658007.5,660016719.5,698811703.4,779221758.7,867052547.8,963419197.3,1004380846,1086575753,1166655327,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Tuvalu,TUV,13751039.24,22813268.45,33814047.79,33140653.31,35265651.51,36402184.49,40144174.55,41790651.57,44321002.32,46535679.35,52067608.64,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Uganda,UGA,11660933749,26892587283,75314068910,69298256480,71589850732,76755309091,81022823435,82608682790,85406362066,92878344808,1.01124E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Ukraine,UKR,3.79074E+11,2.0196E+11,4.07226E+11,4.25994E+11,4.86365E+11,4.61987E+11,4.3549E+11,4.75722E+11,5.0435E+11,5.34229E+11,5.62213E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,United Arab Emirates,ARE,1.59488E+11,3.08278E+11,6.05575E+11,6.31707E+11,6.47296E+11,6.78339E+11,6.01179E+11,5.98811E+11,6.37385E+11,6.6068E+11,6.8481E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,United Kingdom,GBR,9.72727E+11,1.55565E+12,2.3508E+12,2.44048E+12,2.56327E+12,2.66587E+12,2.76788E+12,2.89787E+12,3.03576E+12,3.23601E+12,3.33715E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,United States of America,USA,5.96314E+12,1.02523E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75272E+13,1.82247E+13,1.8715E+13,1.95194E+13,2.05802E+13,2.14332E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Uruguay,URY,19870440035,34044207078,60650417082,61471427258,64840118782,68327142924,68982579038,70776165924,73285946717,76287409889,77941611168,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Uzbekistan,UZB,51141482292,61468294111,1.61046E+11,1.70096E+11,1.79717E+11,1.89421E+11,1.98534E+11,2.05512E+11,2.11135E+11,2.28058E+11,2.45421E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Vanuatu,VUT,250062925.7,415703510.4,705126498.6,731260266.3,758745551.5,790588592.5,800123284.8,836431478.1,889833369.2,937945608,987374699.2,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Venezuela,VEN,1.88492E+11,2.84237E+11,5.06339E+11,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Viet Nam,VNM,62391627533,1.58806E+11,4.01988E+11,4.52825E+11,4.86338E+11,5.26915E+11,5.65575E+11,6.15496E+11,6.7691E+11,7.42463E+11,8.09994E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,West Bank and Gaza,PSE,..,8139146305,17452978800,20918175414,21898799775,22995977751,25425839151,27536200878,28518507331,29571687509,30432042951,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Yemen,YEM,24223711573,51538362594,85876118856,85440864870,92755610680,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Zambia,ZMB,11860115566,17133388742,46612238753,49508703940,53419843089,54506587745,54472595406,55712209199,58735190956,62593304576,64728818157,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Zimbabwe,ZWE,18504395060,27001848459,27101598206,31160636694,34187291083,35494681435,37016438435,39375709106,43112365756,46295492451,43371768897,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Arab World,ARB,1.5256E+12,2.83578E+12,5.63366E+12,6.14845E+12,6.26895E+12,6.29179E+12,5.78939E+12,5.66678E+12,5.99821E+12,6.29069E+12,6.52773E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Caribbean small states,CSS,36940565517,61926502372,1.0637E+11,1.06867E+11,1.0938E+11,1.10939E+11,1.09279E+11,1.09373E+11,1.14204E+11,1.18962E+11,1.22499E+11,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Central Europe and the Baltics,CEB,7.85936E+11,1.08616E+12,2.31073E+12,2.38664E+12,2.48436E+12,2.58429E+12,2.6973E+12,2.86922E+12,3.07963E+12,3.37503E+12,3.59716E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Early-demographic dividend,EAR,5.92117E+12,1.02415E+13,2.16708E+13,2.30962E+13,2.41561E+13,2.51778E+13,2.58321E+13,2.70993E+13,2.88177E+13,3.06617E+13,3.20403E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,East Asia & Pacific,EAS,5.85602E+12,1.17417E+13,2.80391E+13,3.01217E+13,3.19197E+13,3.33223E+13,3.45013E+13,3.58723E+13,3.78319E+13,4.08172E+13,4.33299E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,East Asia & Pacific (excluding high income),EAP,2.32204E+12,5.98433E+12,1.89099E+13,2.06527E+13,2.2005E+13,2.31987E+13,2.40384E+13,2.52799E+13,2.68576E+13,2.92684E+13,3.15198E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,2.31767E+12,5.97306E+12,1.8874E+13,2.06135E+13,2.19632E+13,2.31546E+13,2.39928E+13,2.52318E+13,2.68065E+13,2.92127E+13,3.14598E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Euro area,EMU,5.28335E+12,8.1373E+12,1.25574E+13,1.27084E+13,1.31498E+13,1.3522E+13,1.39311E+13,1.48264E+13,1.56064E+13,1.67682E+13,1.73649E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Europe & Central Asia,ECS,9.94093E+12,1.37178E+13,2.46385E+13,2.54158E+13,2.6703E+13,2.75029E+13,2.80127E+13,2.94468E+13,3.11728E+13,3.366E+13,3.48312E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Europe & Central Asia (excluding high income),ECA,2.54494E+12,2.28768E+12,6.4169E+12,6.84176E+12,7.42449E+12,7.62978E+12,7.50085E+12,7.70621E+12,8.24167E+12,8.98259E+12,9.21514E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2.94177E+12,2.87477E+12,7.73541E+12,8.21442E+12,8.84722E+12,9.10292E+12,9.04608E+12,9.36365E+12,1.00313E+13,1.09433E+13,1.13231E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,European Union,EUU,6.21987E+12,9.48052E+12,1.51936E+13,1.54205E+13,1.59664E+13,1.6445E+13,1.6989E+13,1.80801E+13,1.90941E+13,2.05724E+13,2.14067E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Fragile and conflict affected situations,FCS,7.69991E+11,1.38724E+12,2.91481E+12,3.2114E+12,3.39953E+12,3.52534E+12,3.44419E+12,3.4467E+12,3.64119E+12,3.8192E+12,3.97667E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Heavily indebted poor countries (HIPC),HPC,3.58313E+11,5.65696E+11,1.25536E+12,1.32233E+12,1.44828E+12,1.57923E+12,1.6977E+12,1.76959E+12,1.88169E+12,2.00863E+12,2.135E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,High income,HIC,1.85292E+13,3.02712E+13,4.8188E+13,4.98101E+13,5.17327E+13,5.34276E+13,5.46643E+13,5.65641E+13,5.92967E+13,6.29869E+13,6.52419E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,IBRD only,IBD,1.0144E+13,1.76725E+13,4.4646E+13,4.78668E+13,5.06083E+13,5.26195E+13,5.35495E+13,5.5977E+13,5.94491E+13,6.40106E+13,6.76774E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,IDA & IBRD total,IBT,1.12373E+13,1.94433E+13,4.87271E+13,5.21672E+13,5.52473E+13,5.76142E+13,5.88099E+13,6.14383E+13,6.52366E+13,7.02269E+13,7.42601E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,IDA blend,IDB,5.50724E+11,8.60244E+11,1.9496E+12,2.03234E+12,2.16211E+12,2.31726E+12,2.40578E+12,2.45443E+12,2.56981E+12,2.73873E+12,2.85285E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,IDA only,IDX,5.56145E+11,9.30358E+11,2.16572E+12,2.30433E+12,2.52117E+12,2.73466E+12,2.92754E+12,3.08707E+12,3.30654E+12,3.57525E+12,3.84058E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,IDA total,IDA,1.11347E+12,1.79736E+12,4.12837E+12,4.34844E+12,4.69307E+12,5.06053E+12,5.33719E+12,5.53942E+12,5.86974E+12,6.30386E+12,6.6759E+12,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Late-demographic dividend,LTE,5.29851E+12,9.75116E+12,2.76873E+13,2.97342E+13,3.15686E+13,3.28532E+13,3.31121E+13,3.43506E+13,3.64783E+13,3.96332E+13,4.2196E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Latin America & Caribbean,LCN,2.77159E+12,4.5807E+12,8.53524E+12,8.80382E+12,9.19611E+12,9.49198E+12,9.4602E+12,9.71605E+12,1.02241E+13,1.06353E+13,1.10335E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Latin America & Caribbean (excluding high income),LAC,2.60558E+12,4.23935E+12,7.85947E+12,8.09435E+12,8.45152E+12,8.72275E+12,8.67782E+12,8.90133E+12,9.36753E+12,9.74301E+12,1.00917E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.67064E+12,4.40574E+12,8.26638E+12,8.53022E+12,8.91601E+12,9.20704E+12,9.17601E+12,9.42866E+12,9.93134E+12,1.03385E+13,1.07267E+13,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Least developed countries: UN classification,LDC,4.55986E+11,7.77205E+11,1.89578E+12,2.02E+12,2.17525E+12,2.36402E+12,2.48611E+12,2.61861E+12,2.80921E+12,3.02206E+12,3.23503E+12,..
